Form ID	Editor ID	Type	Response Text
0059b49a	RadioG_BlindWillieJohnson_NobodysFaultButMine	intro	"Here's the best lesson about personal responsibility set to slide guitar that you'll ever hear. ""Nobody's Fault But Mine"" by Blind Willie Johnson."
0059c7ec	RadioG_BlindWillieJohnson_NobodysFaultButMine	normal	"Next, Blind Willie Johnson struggles with accountability in ""Nobody's Fault But Mine""."
0059c7f5	RadioG_BlindWillieJohnson_NobodysFaultButMine	normal	I really like this song, but sometimes I'm reminded that this idea goes both ways. You can be presented with the worst of circumstances but still make the right choice. It's up to you!
0059b457	RadioG_BobCrosby_DearHeartsAndGentlePeople	normal	"Those ""dear hearts"" and ""gentle people"" are out there, everyone. And wherever they are, that's where home is. Don't forget that, okay?"
0059b48b	RadioG_BobCrosby_DearHeartsAndGentlePeople	intro	Dear Hearts and Gentle People is coming up next. This one always makes me smile. Thinking about the people in my life who fit that description.
0059c7ed	RadioG_BobCrosby_DearHeartsAndGentlePeople	intro	Whether Appalachia has always been your home, or you're a more recent arrival, this next song is for you.
0059b472	RadioG_BobWills_BubblesInMyBeer	normal	That, my friends, was Bob Wills. Don't be a Bob, and sit around feeling sorry. Get back out there. Do something! Build a camp! Start a trading business! You can do it! I believe in you!
0059b4bc	RadioG_BobWills_BubblesInMyBeer	intro	"Hey there! Would you like to weirdly feel happy AND sad at the same time? Well here's your chance - it's ""Bubbles In My Beer""."
0059b4bd	RadioG_BobWills_BubblesInMyBeer	intro	"Here's a nice happy sounding song, as long as you don't listen to the lyrics. It's Bob Wills singing ""Bubbles In My Beer""."
0059b468	RadioG_BobWills_SteelGuitarRag	normal	...I really wish I knew how to play steel guitar. I'm working on the tuba, but that's... well, let's just say it's coming along, but very slowly. And loudly.
0059b4ad	RadioG_BobWills_SteelGuitarRag	intro	"I hope you weren't doing anything important because it's time to dance! Here's ""Steel Guitar Rag"" by Bob Wills."
0059c7e8	RadioG_BobWills_SteelGuitarRag	normal	I hope that song is some good inspiration for any of you out there playing the steel guitar. It's got such a great sound.
0059c7f1	RadioG_BobWills_SteelGuitarRag	intro	"Here's ""Steel Guitar Rag"". Like Bob Wills says, ""Kick it off, Leon!"""
0059b460	RadioG_CassDaley_AGoodManIsHardToFind	normal	Oh Cass, sweetie, raise your standards just a little bit! You're worth it! Well, it's a fun tune anyway.
0059b49f	RadioG_CassDaley_AGoodManIsHardToFind	normal	So... I can't say I totally agree with Cass Daley on this, but let's just say if you find good people out there in the world, do what you can to stick with them.
0059c7ea	RadioG_CassDaley_AGoodManIsHardToFind	normal	Is a good man hard to find? I haven't been looking. You know what IS hard to find? Ballistic fiber! Oh my gosh.
0059c7f8	RadioG_CassDaley_AGoodManIsHardToFind	intro	"Now we've got Cass Daley, with ""A Good Man Is Hard to Find""."
0059b46b	RadioG_ChickWebb_ICantDanceIGotAntsInMyPants	normal	I love that one because it sounds like a bunch of friends just hanging out and having a good time. Insect phobias aside, of course.
0059b4a3	RadioG_ChickWebb_ICantDanceIGotAntsInMyPants	normal	Dad always used to ask if I had ants in my pants when I couldn't sit still. I guess maybe Chick Webb's dad did the same thing, since here he is singing about it.
0059c7f2	RadioG_ChickWebb_ICantDanceIGotAntsInMyPants	outro	You know that song is from a long time ago, because these days you couldn't fit more than one ant in your pants. And you definitely wouldn't want the pants back afterwards.
0059c7f6	RadioG_ChickWebb_ICantDanceIGotAntsInMyPants	normal	"If you've been looking for a good groove so you can get up and move, here it is! It's ""I Can't Dance, I Got Ants In My Pants"" by Chick Webb."
0059b476	RadioG_ChickWebb_MidniteInAMadhouse	normal	"I have been some places that would probably quality as ""madhouses"" and they are nowhere near as entertaining as that song. Just saying."
0059b4b2	RadioG_ChickWebb_MidniteInAMadhouse	normal	"Here comes Chick Webb with a really fun instrumental called ""Midnite in a Madhouse""."
0059b482	RadioG_ChickWebb_WhenIGetLowIGetHigh	normal	"I bet we've all known at least a few friends who have lived life by the motto of ""When I Get Low, I Get High"", right?"
0059b483	RadioG_ChickWebb_WhenIGetLowIGetHigh	normal	Given the state of things, this song can be a convenient excuse to, shall we say, over-indulge. Moderation, friends! It's all about moderation!
0059b4c2	RadioG_ChickWebb_WhenIGetLowIGetHigh	intro	"I am in no way suggesting you take this song completely literally. But well, do what you got to do friends. Huh, here's ""When I Get Low I Get High""."
0059b4c0	RadioG_Chordettes_MrSandman	intro	Bet you ten caps you can guess this next song within the first three seconds!
0059b4c1	RadioG_Chordettes_MrSandman	intro	"Coming up next is ""Mr. Sandman"" by the Chordettes. I guess I'd wish for someone, too... if I didn't have to worry about radiation, disease, ticks the size of my head, Scorchbeasts... you get the idea. Anyway, fun song!"
0059b4c3	RadioG_Chordettes_MrSandman	normal	Isn't that one a classic? I feel like everyone knows the first few lines then after that they're um and just mumbling along, not knowing the rest of the words. Huh, always fun to see.
0059b469	RadioG_ColePorter_AnythingGoes	normal	"You think Cole Porter would be surprised by where the world ended up since writing that song? Hmm, I figure he'd shrug his shoulders and say ""Yeah, why not."""
0059b493	RadioG_ColePorter_AnythingGoes	outro	I'm not saying you all owe me, but when I got here the equipment was days away from breaking down. You were all saved from hearing this song, and only this song, repeating endlessly forever.
0059b488	RadioG_Commodores_Uranium	normal	"Do you think at any point those guys said ""hey, this is kind of a weird thing to write a song about"", because I wonder about it all the time."
0059b4b1	RadioG_Commodores_Uranium	normal	"Next up, looks like the Commodores with ""Uranium."" Bop along if you like."
0059b491	RadioG_Copilot_CountryRoads	normal	Okay everyone. Here it comes! Grab your pals, maybe a banjo, and belt it out along with the radio. I know you've been waiting for this one.
0059b492	RadioG_Copilot_CountryRoads	normal	"Terminals here in the station say this was the most popular song pre-war. I can't take a real survey, but I'm betting it's still true today. Here is ""Country Roads""."
0059b49c	RadioG_Copilot_CountryRoads	normal	I still get goosebumps, every time I hear it. You do too, don't you? Aww, I know you do.
0059b467	RadioG_Copilot_RingOfFire	normal	"Stimpaks won't heal these burns. Here comes the ""Ring of Fire""."
0059b4aa	RadioG_Copilot_RingOfFire	normal	Is there anybody out there who hasn't been burned by love? Maybe if you've been locked in a Vault by yourself... Gosh, now that I think about it, which is worse?
0059bf4d	RadioG_CountBasie_JumpinAtTheWoodside	normal	I feel like that could have gone on for another twenty minutes of solos, and it sure sounds like everyone playing would have loved doing it.
0059bf4f	RadioG_CountBasie_JumpinAtTheWoodside	normal	"Get ready, because here comes Count Basie with ""Jumpin' At the Woodside""."
0059b46e	RadioG_DannyKayeAndrewsSisters_Civilization	normal	"I just love that someone somewhere decided that the phrase ""Bingo, Bango, Bongo"" was worth using as a lyric. I hope it makes you smile too."
0059b481	RadioG_DannyKayeAndrewsSisters_Civilization	normal	"This song used to crack me up as a kid. And it sure sounds like they had fun recording it. It's the Andrews Sisters with Danny Kaye singing ""Civilization""."
0059b45f	RadioG_EddyDuchin_OlManMose	normal	Just a friendly reminder to look after your neighbors, everyone. We're all in this together, after all.
0059b49b	RadioG_EddyDuchin_OlManMose	intro	"Haven't seen ""Ol Man Mose"" around lately? Welllll, here's why!"
0059bf4e	RadioG_EddyDuchin_OlManMose	intro	Wondering what's up with Ol' Man Mose? Here's Eddy Duchin to fill you in.
0059bf50	RadioG_EddyDuchin_OlManMose	normal	If no one ever told you, it's bad manners to stare in your neighbor's windows. Yes even if they're dead.
0059b45d	RadioG_ErnestTubb_WalkingTheFloorOverYou	intro	"And now for something with just a little bit more 'twang', here's ""Walking the Floor Over You"" by Ernest Tubb."
0059b499	RadioG_ErnestTubb_WalkingTheFloorOverYou	normal	[sigh] Lost love. Is there a more significant source of inspiration for music? I think not my friends. Let's hope you all fare better than Mr. Tubb.
0059b46a	RadioG_FatsWaller_AintMisbehavin	normal	Hope that you all enjoyed that one, friends, and that you're all on your best behavior too.
0059b4a1	RadioG_FatsWaller_AintMisbehavin	normal	"Oh, ok my brother Matty as a kid, oh boy, did he laugh at Fats Waller blurting out, ""Believe me""! [laughs] Oh Matty, uh, wherever you are I hope you can hear this and I hope you're still laughing."
0059b4a2	RadioG_FatsWaller_AintMisbehavin	intro	"Oh, do I relate to this one. Just me and the radio, here by myself, got nearly everything I love within arm's reach. Here's ""Ain't Misbehavin""."
0059b458	RadioG_FiveStars_AtomBombBaby	normal	I-I mean I'm sure they meant it as a compliment, but I dunno, something about comparing your girl to an explosive device that can destroy the world...I-I [sighs] y-you see what I'm saying right?
0059b48e	RadioG_FiveStars_AtomBombBaby	intro	"Here's the Five Stars with ""Atom Bomb Baby"", a song that suggests they may not have made the most responsible choices when it came to relationships..."
0059b465	RadioG_FreddieSlackAndHisOrchestra_MisterFiveByFive	outro	"That was, if you hadn't picked up on it, ""Mister Five By Five"". I always feel just a little bad for the poor guy that song was about, but it sounds like he was a pretty good dancer, so good for him."
0059b4a7	RadioG_FreddieSlackAndHisOrchestra_MisterFiveByFive	intro	"Up next it's ""Mister Five by Five"". Did you know this song was written about a real person? I can't remember his name, but he sang for Count Basie. Hmm, not sure this is how I want to be remembered..."
0059b46f	RadioG_FreddieSlackAndHisOrchestra_PigFootPete	normal	"What would the modern equivalent of this be? ""Deathclaw Steak Pete""? Doesn't quite have the same ring to it... ""Mutt Chops Pete""? Nah, that just sounds like you're making fun of his face... I'll keep working on it, friends."
0059b4a8	RadioG_FreddieSlackAndHisOrchestra_PigFootPete	intro	"I've heard some of you Dwellers tickling the ivories, but can you keep up with ""Pig Foot Pete""? Here's Freddie Slack and Ella Mae Morse."
0059c974	RadioG_FreddieSlackAndHisOrchestra_PigFootPete	normal	"If I'm gonna make up a nickname for someone I really like and/or admire, I'm probably not gonna go with ""Pig Foot"" or anything of the sort. [laughs] What do you think friends?"
0059b462	RadioG_FreddieSlackAndHisOrchestra_TwoLeftHands	intro	"Okay, so am I an awful person? I was thinking about this next song, ""Two Left Hands"" and how it's just figurative, only... maybe now there are a few folks out there with two left hands. Like, literally. And then I laughed. A lot. And now, while the song plays, I will feel bad for laughing."
0059b494	RadioG_FreddieSlackAndHisOrchestra_TwoLeftHands	normal	I can't be the only one who wants to see a duet between Mr. Two Left Hands here and Pig Foot Pete, right? Who's with me?
0059c978	RadioG_FreddieSlackAndHisOrchestra_TwoLeftHands	intro	"Coming up next, it's Freddie Slack and his orchestra with ""Two Left Hands""."
0059b461	RadioG_GlennMiller_JukeBoxSaturdayNight	normal	Did you crack open a Nuka-Cola for that? I sure did. Also I am running super low on Nuka-Cola. Donations are appreciated.
0059b495	RadioG_GlennMiller_JukeBoxSaturdayNight	intro	"I don't know about you all, but being a kid, sipping a Nuka-Cola, and dancing around the camp listening to this song, there's no feeling like it. Makes me happy every time I hear it. Here's ""Juke Box Saturday Night""."
0059b48d	RadioG_HenryKingOrchestra_JustAFairWeatherFriend	intro	"It's a tough world out there, and you can't always count on everyone. Here's Henry King and his orchestra with ""Just a Fair Weather Friend""."
0059b4ab	RadioG_HenryKingOrchestra_JustAFairWeatherFriend	normal	I'll say this friends: it's true that there are people in the world who will let you down, but it should just make you appreciate the folks who are always there for you even more.
0059b4ac	RadioG_HenryKingOrchestra_JustAFairWeatherFriend	normal	Not everyone is a fair weather friend. You find the people who are there for you no matter what, and you stick together!
0059b470	RadioG_InkSpots_IDontWantToSetTheWorldOnFire	normal	It's a good message, friends. Keep things small, simple. Focus on the good things, the things that really matter. Oh goodness, I-I'm such a broken record.
0059b4b8	RadioG_InkSpots_IDontWantToSetTheWorldOnFire	normal	I Don't Want to Set the World on Fire is next, and don't worry Ink Spots. Someone already beat you to it!.. [laughs] Too much? Too soon? Sorry.
0059b474	RadioG_InkSpots_ItsAllOverButTheCrying	normal	I know things might seem bad, but don't give up! Despite what the Ink Spots say, it's NOT all over but the crying. Heck, keep going and cry while you do it! Multitask!
0059b475	RadioG_InkSpots_ItsAllOverButTheCrying	normal	"Hello, friends. I'm Julie, this is Appalachia Radio, and these are the Ink Spots, singing ""It's All Over But the Crying""."
0059b4bf	RadioG_InkSpots_ItsAllOverButTheCrying	normal	Well, that one sure is a classic. Hope you enjoyed it!
0059b455	RadioG_InkSpots_Maybe	normal	That song is just so timeless. Feels like it's been around forever, doesn't it?
0059b47b	RadioG_InkSpots_Maybe	normal	"Next up it's the Ink Spots, singing ""Maybe."" I have known and loved this song my whole life! I hope you love it too."
0059c975	RadioG_InkSpots_Maybe	normal	"So it seems that sitting around, pining for your lost love, leaves you plenty of time to write songs about it! [laughs] Here are the Ink Spots with ""Maybe""."
0059b487	RadioG_InkSpots_WeThree	normal	Remember friends: you're not alone out there. The world is filled with people, and you share the same goals with at least some of them. Take care of yourselves. And each other. Okay?
0059b4b0	RadioG_InkSpots_WeThree	intro	"Here's a song about the three people you can always rely on: Me, myself and I. [laughs] It's ""We Three"" by the Ink Spots."
0059c976	RadioG_InkSpots_WeThree	normal	Dear Ink Spots: I admire your commitment, but I think at this point it's probably just better if you, you know, move on.
0059b473	RadioG_IshamJones_DoinTheUptownLowdown	normal	Some of you Dwellers who are good with musical instruments, you should get together and learn that one. What a fun tune!
0059b4be	RadioG_IshamJones_DoinTheUptownLowdown	intro	"I don't claim to fully get what this song is about, but I do claim to have cleared some space in the studio here for dancing. I suggest you do the same! Here's ""Doin' The Uptown Lowdown."""
0059c97a	RadioG_IshamJones_DoinTheUptownLowdown	normal	"Doesn't that song sort of describe Appalachia these days? Whole bunch of people, different folks getting together to party? Of course, huh, the definition of ""party"" varies like a lot. [laughs] Still though!"
0059b47d	RadioG_JerryIrby_AnswerToDrivinNailsInMyCoffin	normal	Mister Jerry Irby would have just loved Nuka Shine. It's like ALL the nails, and the coffin, and everything, you included, shoved into a blender. [laughs] And that's IF you remember any of it.
0059b47e	RadioG_JerryIrby_AnswerToDrivinNailsInMyCoffin	normal	If drinking to excess is your biggest vice these days, you're still better off than a whole lot of people. No judgments here, friends!
0059b4ba	RadioG_JerryIrby_AnswerToDrivinNailsInMyCoffin	intro	Let's call this one a cautionary tale about self-destructive behavior. I'm not telling you how to live your lives, just trying to help you live your best ones. Here's Jerry Irby.
0059b4bb	RadioG_JerryIrby_AnswerToDrivinNailsInMyCoffin	intro	"And now, in the ""Unwieldy Song Title"" department, here's ""Answer to Drivin' Nails in My Coffin"" by Jerry Irby."
0059b48a	RadioG_JohnnyBond_HeadinDownTheWrongHighway	normal	"Here comes ""Headin' Down the Wrong Highway"" by Johnny Bond. And Johnny, as long as that highway isn't overrun with Super Mutants or Feral Ghouls, it could be worse, buddy."
0059b49d	RadioG_JohnnyBond_HeadinDownTheWrongHighway	normal	What do we think, friends? Is Johnny here being too hard on himself? Sounds about average for the folks I know!
0059b49e	RadioG_JohnnyBond_HeadinDownTheWrongHighway	normal	No matter where you are, friends, you can always change course. It's never too late!
0059b47f	RadioG_JohnnyLong_InAShantyInOldShantyTown	normal	I know it's not the same for everyone, but for me, there are moments where I miss where I came from, and the family and friends no longer with us. Be grateful for what you have, friends, but don't forget where you've been.
0059b480	RadioG_JohnnyLong_InAShantyInOldShantyTown	normal	In case you were wondering, Haile Selassie was actually a ruler in Ethiopia way back when. Huh, don't let anyone tell you listening to the radio is a waste of time - it's educational!
0059b48c	RadioG_JohnnyLong_InAShantyInOldShantyTown	intro	"Here's a song near and dear to my heart, reminding us that we carry with us the places and people from our past. It's ""In a Shanty in Old Shanty Town""."
0059b456	RadioG_KayKyserOrchestra PraiseTheLordAndPassTheAmmunition	normal	That one goes out to anyone that may, now or in the near future, be fending off an angry Scorchbeast. Good luck!
0059b47c	RadioG_KayKyserOrchestra PraiseTheLordAndPassTheAmmunition	intro	"I wish I knew the story behind this next song because it was written so long ago, but it's so appropriate pretty much every day in Appalachia. Here is ""Praise the Lord and Pass the Ammunition!"""
0059b45c	RadioG_LouisJordan_SaltPorkWestVirginia	normal	"Louis Jordan might not be so keen on visiting these days (at least not without a gas mask), but here he is with ""Salt Pork, West Virginia""."
0059b489	RadioG_LouisJordan_SaltPorkWestVirginia	normal	"That one could do with a bit of updating, don't you think? Any of you Dwellers want to record ""Ash Heap, West Virginia""? Probably not, huh."
0059b478	RadioG_MiltonBrown_KeepKnockingButYouCantComeIn	normal	I like to imagine that one as the ultimate battle of wills: do you get tired of knocking before I can't take the sound of it anymore? Who will emerge victorious?
0059b498	RadioG_MiltonBrown_KeepKnockingButYouCantComeIn	intro	"It's a little passive-aggressive, but it seems to work for him. Here's Milton Brown with ""Keep Knockin' But You Can't Come In""."
0059c973	RadioG_MiltonBrown_KeepKnockingButYouCantComeIn	outro	Next, for any of you who may have recently emerged from a Vault, tell me: is this what it was like that whole time in there? Just wondering.
0059b466	RadioG_NatKingCole_OrangeColoredSky	intro	"Coming up next is Nat King Cole with ""Orange Colored Sky"", a phenomenon which used to occur for only natural reasons..."
0059b4a9	RadioG_NatKingCole_OrangeColoredSky	normal	I hate to break it to you all, but if you see an orange colored sky, grab the Rad-X and lots of it because that ain't love out there!
0059b477	RadioG_PatsyMontana_IDidntKnowTheGunWasLoaded	intro	"Patsy Montana is up next, and I've just gotta ask: has this ever worked for any of you? Ever?! Here's ""I Didn't Know The Gun Was Loaded""."
0059b4b3	RadioG_PatsyMontana_IDidntKnowTheGunWasLoaded	normal	I think I can speak for most of us when I say: We've known a Miss Effie or two in our time. They never learn do they?
0059b4b4	RadioG_PatsyMontana_IDidntKnowTheGunWasLoaded	normal	The sound of that little gun going off makes me laugh every single time. Every time! Thank you, Ms. Montana.
0059c97b	RadioG_PatsyMontana_IDidntKnowTheGunWasLoaded	intro	"Here's Patsy Montana explaining how to get away with murder? [laughs] ""I Didn't Know The Gun Was Loaded""."
0059b471	RadioG_RoyBrown_ButcherPetePart1	normal	I'm told there's a certain traveling merchant out there who really, really loves meat. He's asked for songs about it and this is about as close as I can get. Enjoy!
0059b4b9	RadioG_RoyBrown_ButcherPetePart2	normal	Butcher Pete: how much should we read into this song? You make the call!
0059c972	RadioG_RoyBrown_ButcherPetePart3	intro	"You know him, you love him: here's Roy Brown, with ""Butcher Pete""."
0059c979	RadioG_RoyBrown_ButcherPetePart4	normal	I'm sorry, what's that? It's a metaphor? Ohh, you don't say!
0059b496	RadioG_SonsOfThePioneers_RidersInTheSky	normal	Do you all think the cowboy in question did actually change his ways? Well, good lesson in there for all of us. Yippie-yi-yo, friends.
0059b497	RadioG_SonsOfThePioneers_RidersInTheSky	normal	I sometimes wonder what kind of stuff you'd have to get up to in life that it takes a sign like this to change your ways. Never seen ghost cows here, never plan to.
0059b4a4	RadioG_SonsOfThePioneers_RidersInTheSky	intro	"Next we've got some high drama on the open plains. Here is ""Ghost Riders in the Sky"" by Sons of the Pioneers."
0059c977	RadioG_SonsOfThePioneers_RidersInTheSky	intro	"Next up is a song that... well, it's not really the most subtle of hints, is it? Here's ""Ghost Riders In the Sky"" by Sons of the Pioneers."
0059b47a	RadioG_TenneseeErnieFord_DarkAsADungeon	intro	"Coming up next is ""Dark as a Dungeon"" by Tennessee Ernie Ford. If any of you out there were thinking about taking up coal mining, listen well!"
0059b4b7	RadioG_TenneseeErnieFord_DarkAsADungeon	normal	Not exactly one to lift your spirits, is it? Bet the old Garrahan and Hornwright companies weren't super happy with this being played on the radio...
0059c7eb	RadioG_TenneseeErnieFord_DarkAsADungeon	normal	This next one goes out to the fella in a blue 76 jumpsuit who was recently seen headed into Gauley Mine. Hope you're able to hear it!
0059c7f0	RadioG_TenneseeErnieFord_DarkAsADungeon	normal	Not only does this work as a sort of caution about what you're willing to risk to make a buck, but it can be taken very, very literally. Be careful out there!
0059b4a0	RadioG_TenneseeErnieFord_Shenandoah	normal	Okay, do you ever sing along with that, but try and get your voice as low as his? No? Just me? Ehh, I can live with that.
0059b4ae	RadioG_TenneseeErnieFord_Shenandoah	intro	"This next one is just a beautiful song, but always leaves me a little sad... But that's okay, right? Part of being alive, and I sure am grateful to be alive. Here's ""Shenandoah"" by Tennessee Ernie Ford."
0059b4af	RadioG_TenneseeErnieFord_Shenandoah	normal	"Next up is ""Shenandoah"" by Tennessee Ernie Ford. A programming note: this station does not condone interacting with rivers in any significant way, unless you have whole lotta of RadAway lying around."
0059b459	RadioG_TenneseeErnieFord_SixteenTons	normal	Quick! How many bottle caps do you think it would take to equal sixteen tons? Hehe, I bet one of you smarty-pants dwellers can do the math on that.
0059b48f	RadioG_TenneseeErnieFord_SixteenTons	intro	"And now, in ""making the best of a bad situation"" territory, here's ""Sixteen Tons"" by Tennessee Ernie Ford."
0059b490	RadioG_TenneseeErnieFord_SixteenTons	normal	Company stores may not exist any more, but this is one I think most of us can relate to. Life isn't easy, friends - enjoy what you can.
0059b45b	RadioG_TommyDorsey_OpusNo1	normal	Oh my goodness, does that one swing! Am I allowed to say that every part of that song is my favorite part? It's too hard to decide otherwise.
0059b485	RadioG_TommyDorsey_OpusNo2	intro	"This next song was one of my mom's favorites. She'd get so excited every time it came on the radio, without fail. Here's ""Opus Number One"" by Tommy Dorsey."
0059b486	RadioG_TommyDorsey_OpusNo3	normal	"I know I say ""it's time to dance!"" for so many of these songs, but this time I really mean it. Unless you are literally fighting for your life (which I realize may be the case for some of you) you'd better stop what you're doing and dance."
